metric,value
daic_auroc,0.5254
mosei_sentiment_ccc,0.5098
mosei_emotion_auc,0.7340
fi_avg_ccc,0.5438
fi_extraversion_ccc,0.5622
fi_neuroticism_ccc,0.5173
fi_agreeableness_ccc,0.4551
fi_conscientiousness_ccc,0.6568
fi_openness_ccc,0.5275
best_daic_auroc,0.5254
total_regressions,43
