metric,value
daic_auroc,0.4891
mosei_sentiment_ccc,0.4858
mosei_emotion_auc,0.7130
fi_avg_ccc,0.5194
fi_extraversion_ccc,0.5358
fi_neuroticism_ccc,0.4996
fi_agreeableness_ccc,0.4266
fi_conscientiousness_ccc,0.6283
fi_openness_ccc,0.5068
best_daic_auroc,0.4891
total_regressions,57
