metric,value
daic_auroc,0.4891
mosei_sentiment_ccc,0.4982
mosei_emotion_auc,0.7152
fi_avg_ccc,0.5292
fi_extraversion_ccc,0.5487
fi_neuroticism_ccc,0.5076
fi_agreeableness_ccc,0.4395
fi_conscientiousness_ccc,0.6426
fi_openness_ccc,0.5076
best_daic_auroc,0.4891
total_regressions,37
