metric,value
daic_auroc,0.5507
mosei_sentiment_ccc,0.5137
mosei_emotion_auc,0.7120
fi_avg_ccc,0.5416
fi_extraversion_ccc,0.5627
fi_neuroticism_ccc,0.5225
fi_agreeableness_ccc,0.4458
fi_conscientiousness_ccc,0.6359
fi_openness_ccc,0.5411
best_daic_auroc,0.5507
total_regressions,36
