metric,value
daic_auroc,0.5290
mosei_sentiment_ccc,0.4510
mosei_emotion_auc,0.7023
fi_avg_ccc,0.5038
fi_extraversion_ccc,0.4981
fi_neuroticism_ccc,0.5062
fi_agreeableness_ccc,0.4105
fi_conscientiousness_ccc,0.6214
fi_openness_ccc,0.4828
best_daic_auroc,0.5290
total_regressions,45
