metric,value
daic_auroc,0.5326
mosei_sentiment_ccc,0.4833
mosei_emotion_auc,0.7047
fi_avg_ccc,0.5059
fi_extraversion_ccc,0.5092
fi_neuroticism_ccc,0.5033
fi_agreeableness_ccc,0.4419
fi_conscientiousness_ccc,0.5981
fi_openness_ccc,0.4771
best_daic_auroc,0.5326
total_regressions,62
