metric,value
daic_auroc,0.6341
mosei_sentiment_ccc,0.5167
mosei_emotion_auc,0.7385
fi_avg_ccc,0.3952
fi_extraversion_ccc,0.4050
fi_neuroticism_ccc,0.3714
fi_agreeableness_ccc,0.2768
fi_conscientiousness_ccc,0.5647
fi_openness_ccc,0.3578
best_daic_auroc,0.6341
total_regressions,50
