metric,value
daic_auroc,0.5290
mosei_sentiment_ccc,0.5239
mosei_emotion_auc,0.7355
fi_avg_ccc,0.3964
fi_extraversion_ccc,0.4035
fi_neuroticism_ccc,0.3632
fi_agreeableness_ccc,0.2881
fi_conscientiousness_ccc,0.5497
fi_openness_ccc,0.3776
best_daic_auroc,0.5290
total_regressions,54
