metric,value
daic_auroc,0.4964
mosei_sentiment_ccc,0.5017
mosei_emotion_auc,0.6992
fi_avg_ccc,0.5347
fi_extraversion_ccc,0.5532
fi_neuroticism_ccc,0.5113
fi_agreeableness_ccc,0.4280
fi_conscientiousness_ccc,0.6482
fi_openness_ccc,0.5328
best_daic_auroc,0.4964
total_regressions,54
