metric,value
daic_auroc,0.6087
mosei_sentiment_ccc,0.5034
mosei_emotion_auc,0.7412
fi_avg_ccc,0.4010
fi_extraversion_ccc,0.4212
fi_neuroticism_ccc,0.3612
fi_agreeableness_ccc,0.2685
fi_conscientiousness_ccc,0.5512
fi_openness_ccc,0.4027
best_daic_auroc,0.6087
total_regressions,44
