metric,value
daic_auroc,0.5906
mosei_sentiment_ccc,0.4631
mosei_emotion_auc,0.6949
fi_avg_ccc,0.5360
fi_extraversion_ccc,0.5464
fi_neuroticism_ccc,0.5141
fi_agreeableness_ccc,0.4430
fi_conscientiousness_ccc,0.6545
fi_openness_ccc,0.5217
best_daic_auroc,0.5906
total_regressions,72
