metric,value
daic_auroc,0.5978
mosei_sentiment_ccc,0.4932
mosei_emotion_auc,0.7246
fi_avg_ccc,0.5167
fi_extraversion_ccc,0.5371
fi_neuroticism_ccc,0.4899
fi_agreeableness_ccc,0.4353
fi_conscientiousness_ccc,0.6189
fi_openness_ccc,0.5024
best_daic_auroc,0.5978
total_regressions,71
