metric,value
daic_auroc,0.5362
mosei_sentiment_ccc,0.5058
mosei_emotion_auc,0.7062
fi_avg_ccc,0.5355
fi_extraversion_ccc,0.5691
fi_neuroticism_ccc,0.5217
fi_agreeableness_ccc,0.4295
fi_conscientiousness_ccc,0.6488
fi_openness_ccc,0.5084
best_daic_auroc,0.5362
total_regressions,57
