metric,value
daic_auroc,0.4710
mosei_sentiment_ccc,0.5124
mosei_emotion_auc,0.7423
fi_avg_ccc,0.4780
fi_extraversion_ccc,0.4784
fi_neuroticism_ccc,0.4554
fi_agreeableness_ccc,0.4072
fi_conscientiousness_ccc,0.5831
fi_openness_ccc,0.4657
best_daic_auroc,0.4710
total_regressions,59
